Letter,CorrAnswer,Stimulus,nback_run.thisRepN,nback_run.thisTrialN,nback_run.thisN,nback_run.thisIndex,fixcross.started,nback_trial.started,trial_resp.keys,trial_resp.corr,currentlevel,trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate
H,left,Distractor,0,0,0,0,211.2098464,213.1529134,None,0,1,,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Q,left,Pretarget,0,1,1,1,214.6515817,216.6551214,left,1,1,0.513677062,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Q,right,Target,0,2,2,2,218.1517136,220.1513472,right,1,1,0.409653245,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
T,left,Distractor,0,3,3,3,221.6516196,223.6536275,left,1,1,0.347501436,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Q,left,Lure,0,4,4,4,225.1516719,227.1536958,left,1,1,0.431120336,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
L,left,Distractor,0,5,5,5,228.6516821,230.6534667,left,1,1,0.387343729,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Pretarget,0,6,6,6,232.1515548,234.1530962,left,1,1,0.535808853,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,right,Target,0,7,7,7,235.6516731,237.6516789,left,0,1,0.4134201,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
K,left,Distractor,0,8,8,8,239.1517216,241.1547596,left,1,1,0.478284609,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
G,left,Pretarget,0,9,9,9,242.6516058,244.653648,left,1,1,0.547226188,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
G,right,Target,0,10,10,10,246.1514383,248.15155,right,1,1,0.48934874,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
G,right,Target,0,11,11,11,249.6516109,251.6513815,right,1,1,0.381727774,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,left,Pretarget,0,12,12,12,253.1516703,255.1534828,left,1,1,0.511600191,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,right,Target,0,13,13,13,256.6516988,258.6515041,left,0,1,0.51727357,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
G,left,Lure,0,14,14,14,260.1515034,262.1538126,left,1,1,0.375142677,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,left,Distractor,0,15,15,15,263.6516523,265.6541831,left,1,1,0.442946051,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
B,left,Distractor,0,16,16,16,267.1515878,269.1530125,left,1,1,0.623919299,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
T,left,Pretarget,0,17,17,17,270.6515628,272.653408,left,1,1,0.483424495,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
T,right,Target,0,18,18,18,274.1515743,276.1516491,right,1,1,0.585182167,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
S,left,Distractor,0,19,19,19,277.6517347,279.6532136,left,1,1,0.523696342,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
T,left,Lure,0,20,20,20,281.1514739,283.1536278,left,1,1,0.847520363,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,left,Distractor,0,21,21,21,284.6514149,286.6533987,left,1,1,0.499274667,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,left,Distractor,0,22,22,22,288.1512442,290.1522329,left,1,1,0.424720662,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
F,left,Distractor,0,23,23,23,291.6516125,293.653699,left,1,1,0.523126919,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
L,left,Distractor,0,24,24,24,295.1515856,297.1533468,left,1,1,0.639619657,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
W,left,Pretarget,0,25,25,25,298.6512776,300.6539454,left,1,1,0.434799932,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
W,right,Target,0,26,26,26,302.1516205,304.1512667,right,1,1,0.441657711,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Distractor,0,27,27,27,305.651412,307.6521454,left,1,1,0.540731235,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
W,left,Lure,0,28,28,28,309.1515679,311.152112,left,1,1,0.416883796,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
R,left,Pretarget,0,29,29,29,312.6515156,314.6531482,left,1,1,0.435494789,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
R,right,Target,0,30,30,30,316.1514024,318.1515721,right,1,1,0.473321164,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
G,left,Distractor,0,31,31,31,319.6515259,321.6528704,left,1,1,0.619926601,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
R,left,Lure,0,32,32,32,323.1515275,325.1523337,left,1,1,0.528596589,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
S,left,Distractor,0,33,33,33,326.6514374,328.6517825,left,1,1,0.565278664,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
R,left,Lure,0,34,34,34,330.1515423,332.1529095,left,1,1,0.519895804,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,left,Pretarget,0,35,35,35,333.6515634,335.6535678,left,1,1,0.555203565,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,right,Target,0,36,36,36,337.1515929,339.1515901,right,1,1,0.401202686,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,left,Pretarget,0,37,37,37,340.6515634,342.6522836,left,1,1,0.468466151,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,right,Target,0,38,38,38,344.1513446,346.1514066,right,1,1,0.489388841,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,left,Distractor,0,39,39,39,347.651498,349.6521454,left,1,1,0.380915183,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,left,Lure,0,40,40,40,351.1514916,353.1536615,left,1,1,0.399113625,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
T,left,Distractor,0,41,41,41,354.6514078,356.6523038,left,1,1,0.404385681,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Distractor,0,42,42,42,358.1515429,360.1537369,left,1,1,0.566953891,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
N,left,Pretarget,0,43,43,43,361.6514893,363.6529724,left,1,1,0.363801693,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
N,right,Target,0,44,44,44,365.151411,367.1511974,right,1,1,0.465707576,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
N,right,Target,0,45,45,45,368.6514633,370.6513116,right,1,1,0.469353488,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
X,left,Distractor,0,46,46,46,372.1514563,374.1533641,left,1,1,0.439508018,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Z,left,Distractor,0,47,47,47,375.6514909,377.6535505,left,1,1,0.42745261,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
H,left,Pretarget,0,48,48,48,379.1512959,381.1533898,left,1,1,0.383354239,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
H,right,Target,0,49,49,49,382.651097,384.6514017,right,1,1,0.389246405,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
K,left,Distractor,0,50,50,50,386.1513841,388.1515179,left,1,1,0.489283938,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Pretarget,0,51,51,51,389.6514293,391.6514948,left,1,1,0.413438385,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,right,Target,0,52,52,52,393.1515686,395.1514858,right,1,1,0.529648818,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
R,left,Distractor,0,53,53,53,396.6513392,398.6533901,left,1,1,0.38728374,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Lure,0,54,54,54,400.1513786,402.1525011,left,1,1,0.424393765,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,left,Distractor,0,55,55,55,403.6514585,405.653666,left,1,1,0.635086408,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Q,left,Distractor,0,56,56,56,407.151138,409.1531398,left,1,1,0.511795559,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Z,left,Pretarget,0,57,57,57,410.6513206,412.6523597,left,1,1,0.356232055,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Z,right,Target,0,58,58,58,414.1513113,416.1512009,right,1,1,0.505547304,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
B,left,Distractor,0,59,59,59,417.6513536,419.6518669,left,1,1,0.429021651,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
S,left,Pretarget,0,60,60,60,421.1514691,423.1535562,left,1,1,0.463329152,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
S,right,Target,0,61,61,61,424.6514845,426.6512022,left,0,1,0.405418983,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
T,left,Distractor,0,62,62,62,428.1506463,430.15247,left,1,1,0.488324741,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
D,left,Distractor,0,63,63,63,431.6515172,433.6537134,left,1,1,0.411260783,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
R,left,Distractor,0,0,0,0,450.5460729,452.5364363,None,0,1,,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Distractor,0,1,1,1,454.0345654,456.0367982,left,1,1,0.556028025,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
N,left,Pretarget,0,2,2,2,457.5344487,459.5341035,left,1,1,0.45057215,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
N,right,Target,0,3,3,3,461.0343284,463.0346245,right,1,1,0.470085237,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
S,left,Distractor,0,4,4,4,464.5346049,466.5368515,left,1,1,0.487677684,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
N,left,Lure,0,5,5,5,468.0348028,470.0360639,left,1,1,0.572697526,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Z,left,Distractor,0,6,6,6,471.5351557,473.5354024,left,1,1,0.433295693,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
L,left,Pretarget,0,7,7,7,475.0337971,477.0356388,left,1,1,0.485056413,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
L,right,Target,0,8,8,8,478.5338561,480.5346107,right,1,1,0.489883838,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
H,left,Distractor,0,9,9,9,482.0346405,484.0337413,left,1,1,0.73508705,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
L,left,Lure,0,10,10,10,485.534619,487.5366827,left,1,1,0.416045541,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
X,left,Pretarget,0,11,11,11,489.0347839,491.0359253,left,1,1,0.500775057,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
X,right,Target,0,12,12,12,492.5339209,494.5347672,left,0,1,0.730010362,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
X,right,Target,0,13,13,13,496.0342979,498.0347271,right,1,1,0.79814737,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
R,left,Distractor,0,14,14,14,499.5347239,501.535132,left,1,1,0.529668387,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
T,left,Distractor,0,15,15,15,503.0338019,505.0337297,left,1,1,0.647056804,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Pretarget,0,16,16,16,506.5347499,508.5341375,left,1,1,0.490490474,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,right,Target,0,17,17,17,510.0348275,512.0348596,right,1,1,0.510058739,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
N,left,Distractor,0,18,18,18,513.5347326,515.5473442,left,1,1,0.485632252,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
B,left,Distractor,0,19,19,19,517.0347342,519.0363638,left,1,1,0.404455295,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Lure,0,20,20,20,520.5342308,522.5352757,left,1,1,0.42553229,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,left,Distractor,0,21,21,21,524.0347124,526.0366599,left,1,1,0.540122033,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
K,left,Pretarget,0,22,22,22,527.5345295,529.5367847,left,1,1,0.447864904,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
K,right,Target,0,23,23,23,531.0345471,533.0341246,right,1,1,0.502544279,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,left,Pretarget,0,24,24,24,534.534585,536.5347794,left,1,1,0.617808667,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,right,Target,0,25,25,25,538.0342995,540.0343967,right,1,1,0.622315611,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
H,left,Distractor,0,26,26,26,541.5346379,543.5362631,left,1,1,0.672290749,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,left,Lure,0,27,27,27,545.0347602,547.0364296,left,1,1,0.548425986,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Distractor,0,28,28,28,548.5345067,550.5473099,left,1,1,0.461218277,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Z,left,Pretarget,0,29,29,29,552.0345587,554.0471437,left,1,1,0.417819254,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Z,right,Target,0,30,30,30,555.5345484,557.5344602,right,1,1,0.562462025,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
T,left,Distractor,0,31,31,31,559.0347332,561.0347839,left,1,1,0.742056788,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Z,left,Lure,0,32,32,32,562.5346187,564.5348901,left,1,1,0.521526118,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
F,left,Distractor,0,33,33,33,566.0346854,568.0348975,left,1,1,0.541468438,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,left,Pretarget,0,34,34,34,569.5339963,571.5347942,left,1,1,0.817683876,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,right,Target,0,35,35,35,573.0348744,575.034653,right,1,1,0.614173663,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,right,Target,0,36,36,36,576.5347608,578.5347037,left,0,1,0.714187136,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
W,left,Distractor,0,37,37,37,580.034679,582.0351063,left,1,1,1.069350601,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Q,left,Distractor,0,38,38,38,583.5349186,585.5347345,left,1,1,0.657721538,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,left,Pretarget,0,39,39,39,587.0346187,589.0339164,left,1,1,0.630874602,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,right,Target,0,40,40,40,590.534688,592.5345921,right,1,1,0.570158701,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,left,Distractor,0,41,41,41,594.0345061,596.0365858,left,1,1,0.508012024,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
P,left,Lure,0,42,42,42,597.5344689,599.5365884,left,1,1,0.864451638,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
L,left,Distractor,0,43,43,43,601.0343094,603.0361467,left,1,1,0.580579304,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Z,left,Distractor,0,44,44,44,604.534586,606.536642,left,1,1,0.503985641,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
F,left,Pretarget,0,45,45,45,608.0343739,610.0360854,left,1,1,0.540520148,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
F,right,Target,0,46,46,46,611.5512853,613.5346036,right,1,1,0.433936654,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
G,left,Pretarget,0,47,47,47,615.0344519,617.0358958,left,1,1,0.532682961,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
G,right,Target,0,48,48,48,618.5346058,620.5346261,right,1,1,0.666245882,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Distractor,0,49,49,49,622.0345638,624.035849,left,1,1,0.732711833,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
G,left,Lure,0,50,50,50,625.5344846,627.5362631,left,1,1,0.704307405,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Q,left,Pretarget,0,51,51,51,629.0346014,631.0364136,left,1,1,0.7081705,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Q,right,Target,0,52,52,52,632.5345888,634.5344519,right,1,1,0.410225235,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
Y,left,Distractor,0,53,53,53,636.0344753,638.035541,left,1,1,0.508998168,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
V,left,Distractor,0,54,54,54,639.534601,641.5361598,left,1,1,0.544520546,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
B,left,Distractor,0,55,55,55,643.0345327,645.0336819,left,1,1,0.470796455,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,left,Pretarget,0,56,56,56,646.5344413,648.5357623,left,1,1,0.552776058,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,right,Target,0,57,57,57,650.0346158,652.0344916,right,1,1,0.43030967,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
H,left,Distractor,0,58,58,58,653.5345337,655.5364168,left,1,1,0.384258579,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
J,left,Lure,0,59,59,59,657.0346078,659.0367536,left,1,1,0.595944104,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
D,left,Pretarget,0,60,60,60,660.5344641,662.5366224,left,1,1,0.6479512,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
D,right,Target,0,61,61,61,664.0345353,666.0336986,right,1,1,0.558900805,F12E07,2022-09-02_11h59.41.925,t1_Paradigm,04.01.2021,59.9873759
