Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
0,0,0,0,0,2595.118531150976,2595.5058454909013,EDleftbutton,1,0,1.00,1.00,1,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2614.6302607894177,EDleftbutton,1,0,1.00,2.00,1,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2634.563764019462,EDrightbutton,0,1,0.50,2.00,1,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2637.206567840418,EDrightbutton,0,1,0.75,2.00,1,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2640.8565518484684,EDrightbutton,0,1,0.88,2.00,1,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2643.1081907449407,EDrightbutton,0,1,0.94,2.00,1,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2645.1367950419663,EDrightbutton,0,1,0.97,2.00,1,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
0,0,0,0,0,2646.802877207636,2647.130491927208,EDleftbutton,1,0,1.00,1.00,1,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2650.0869809305877,EDrightbutton,0,1,1.00,2.00,1,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2654.3537016844493,EDrightbutton,0,1,1.50,2.00,1,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2657.353499258461,EDrightbutton,0,1,1.75,2.00,1,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2659.9369807220646,EDrightbutton,0,1,1.88,2.00,1,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2662.8202839160804,EDleftbutton,1,0,1.94,2.00,1,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2664.9869796152925,EDleftbutton,1,0,1.91,2.00,1,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
0,0,0,0,0,2667.1194274713635,2667.448497027275,EDleftbutton,1,0,1.00,1.00,2,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2676.5873375018127,EDrightbutton,0,1,1.00,2.00,2,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2678.120315450884,EDrightbutton,0,1,1.50,2.00,2,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2679.8536094538867,EDrightbutton,0,1,1.75,2.00,2,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2682.720232555701,EDleftbutton,1,0,1.88,2.00,2,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2684.9869645375875,EDrightbutton,0,1,1.81,2.00,2,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2687.5370213355636,EDrightbutton,0,1,1.84,2.00,2,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
0,0,0,0,0,2690.969502009684,2691.2914693334023,EDleftbutton,1,0,1.00,1.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2693.8537056944333,EDrightbutton,0,1,1.00,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2696.470275302534,EDrightbutton,0,1,1.50,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2697.4701145808212,EDrightbutton,0,1,1.75,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2698.9036542217946,EDrightbutton,0,1,1.88,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2700.6201869697543,EDleftbutton,1,0,1.94,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2702.703769004729,EDleftbutton,1,0,1.91,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
0,0,0,0,0,2703.7862692958442,2704.106018595572,EDrightbutton,0,1,1.00,1.00,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2714.7369578809594,EDleftbutton,1,0,2.00,1.00,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2716.253351015912,EDleftbutton,1,0,2.00,1.50,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2717.6366758640506,EDleftbutton,1,0,2.00,1.75,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2720.0204052433255,EDleftbutton,1,0,2.00,1.88,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2721.1704362488235,EDrightbutton,0,1,2.00,1.94,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2722.020397864864,EDrightbutton,0,1,2.00,1.91,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
0,0,0,0,0,2722.4531088746735,2722.775537832349,EDleftbutton,1,0,1.00,1.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2727.4703696182696,EDrightbutton,0,1,1.00,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2729.0702276955126,EDrightbutton,0,1,1.50,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2731.853832732013,EDrightbutton,0,1,1.75,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2734.5036874568905,EDrightbutton,0,1,1.88,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2737.0872494417126,EDleftbutton,1,0,1.94,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2738.2537209004513,EDleftbutton,1,0,1.91,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
